id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1_not_identified,T016BCG_not_identified,T016PPD,T027B1_not_identified,T027BCG_not_identified,T027PPD,T080B1_not_identified,T080BCG_not_identified,T080PPD,T095B1_not_identified,T095BCG_not_identified,T095PPD,T101B1_not_identified,T101BCG_not_identified,T101PPD,T104B1_not_identified,T104BCG_not_identified,T104PPD,T011B1_not_identified,T011BCG_not_identified,T011PPD_not_identified,T013B1_not_identified,T013BCG_not_identified,T013PPD_not_identified,T014B1_not_identified,T014BCG_not_identified,T014PPD_not_identified,T032B1_not_identified,T032BCG_not_identified,T032PPD_not_identified,T033B1_not_identified,T033BCG_not_identified,T033PPD_not_identified,T047B1_not_identified,T047BCG_not_identified,T047PPD_not_identified,T051B1_not_identified,T051BCG_not_identified,T051PPD_not_identified,T107B1_not_identified,T107BCG_not_identified,T107PPD_not_identified,T108B1_not_identified,T108BCG_not_identified,T108PPD_not_identified,T166B1_not_identified,T166BCG_not_identified,T166PPD_not_identified,T173B1_not_identified,T173BCG_not_identified,T173PPD_not_identified,T176B1_not_identified,T176BCG_not_identified,T176PPD_not_identified,T035B1_not_identified,T035BCG_not_identified,T090B1_not_identified,T090BCG_not_identified,T090PPD_not_identified,T142B1_not_identified,T142BCG_not_identified,T142PPD_not_identified,T163B1_not_identified,T163BCG_not_identified,T163PPD_not_identified,T164B1_not_identified,T164BCG_not_identified,T164PPD_not_identified,T165B1_not_identified,T165BCG_not_identified,T165PPD_not_identified,isotopes
11,M1420T8234,3.67034578157186,1.46748578472009,0.159644186003064,0.0275294014212819,1420.43041200102,1420.42944246258,1420.43330575801,8233.8696,8220.867,8241.417,15,3,10,1,1,11153637.3790966,10866935.0320243,824578.161481403,11624740.4348287,7893789.62670163,16277707.4760557,0,1557520.72518265,4156241.57440211,799728.445074958,4254730.21069969,9072023.17166087,61317.3090653052,135924.741649844,79293.8803271471,80982.5634578466,0,349344.540888295,2307583.99572657,4712875.78630425,20277145.2346553,187416.583586868,36795476.1754099,37434436.6603302,446837.540082476,341169.58212922,15064305.917804,264037.089730414,57078.5197639968,0,982316.074323902,15586471.3727557,141546817.137591,10504520.6368866,3787118.87495849,353552.390760741,452157.80023983,881741.917633538,420003.050501392,0,24373.9817851565,0,6732719.47515754,279494.728904791,284565.885878256,0,0,0,0,0,0,0,0,0,7588872.85689899,445830.172700064,5193258.5737228,1415910.31620056,1890291.38493957,0,0,0,0,0,0,0,0,0,0,0,0,
12,M693T1178,5.98287853476432,1.46815903566521,0.159716200206178,0.185262980259834,693.265062728889,693.262232924424,693.265690771249,1177.74774,1165.31328,1185.44586,19,6,9,1,3,18331198.9488661,21367.2937899317,3229.71581698288,1297900.86325102,1272376.01942804,9959215.23355854,4817.21512188281,831035.290663034,1552861.43076074,8185804.49960195,49765.0752655833,27131392.5431165,242554.288806805,2986203.67602031,70444.0409762987,152710.648902473,8033.54349010099,922.035112506211,176279.031553031,5297.99697334123,3259445.14051228,9583.27355375809,4839009.56050223,172798964.977435,171428.493196129,3214.04212411555,22761.0762605554,1873.99919455923,2546543.59216661,2958.15225387043,181403632.154547,55290650.9471013,1664475.25046696,7788995.89274412,1390096.2312899,1295.34719394853,12075324.620226,1444.67908204714,0,31083.3136717382,429694.785736053,37264.0367604063,1742898.07399062,0,1547.96408411003,660017.390333888,183517.651302811,6937040.53376118,75565.3912399805,1739920.13882197,7239.43201112882,7412146.39040256,1307885.3988878,24472.7990423217,703117.855285546,144492923.836979,6889416.77784506,1508097.15372331,82447000.4525244,563541.569449126,1754597.21036373,0,59917254.8147056,88445.6833839506,810219.40401826,51806.9411321909,613267.485781786,0,3835.94343473841,0,14784.9651676963,
13,M692T1178,5.64371526033939,1.45270583064249,0.163872039809832,0.220051067598958,692.264552945969,692.264343673844,692.264923987509,1177.95804,1165.48854,1185.44586,19,6,9,1,3,96446804.3050921,307659.796899999,6279.5784929369,3009984.10043518,7542481.24356566,52771249.7253397,13471.8835854006,7276056.48402974,9007522.12268514,42126634.6069158,725118.68801903,137577527.270704,2331623.08135367,17892097.9924925,1247232.21534265,1258590.32307384,10439.023963047901,6573.23591071748,2319433.19151738,127118.195953482,4930001.72903347,5864.61911749675,24294021.0434973,856019273.642711,1654435.57454243,1374.73695369598,665318.29206869,2605.23427616253,14918556.5769919,0,896402178.860568,284506759.083846,8121553.35467883,41173766.1706184,6968854.75011258,2468.91979292968,111650996.269652,0,1777.87563639262,293952.346205654,1591719.95661059,191343.943440119,9016390.44854352,2383.90806428467,4409.87209690893,4044564.55535754,903059.749864676,33591479.4078661,284023.926023504,4720816.03530506,58763.3304659557,640788.807859203,7005265.35082319,17347.8034498857,5030825.18534742,716901362.886746,36748165.2612412,7717460.32306743,410160808.809232,3417322.60754957,618847.1502075,67308.2152796913,781536.884118755,544016.68132213806,4962946.46915083,1872863.79599075,3926028.68733931,14941.4784419447,37168.7496686183,5581.14688021397,6438.31516210184,
14,M700T8227,2.08945596791814,1.43150449515959,0.164336939326714,0.00287336406614226,700.388762778781,700.387545792661,700.390797485683,8227.1436,8207.1528,8234.4702,23,8,11,1,3,1776995.44646025,15369503.2044837,175096.275273943,7221344.69342766,1902672.06409513,2083451.97107253,412874.733481627,240267.335470327,1523581.92774589,4947795.73237629,2500818.09980366,5327613.92101703,536597.319611268,208512.933588598,1007803.11845461,305107.954763874,72556.7593457793,93763.6010953079,923601.875572938,4967072.2142757,7092247.28506317,2343180.03684062,16915544.9661653,7251383.18379915,102531.02833876,53220.1608048011,9019192.97422893,111581.832066451,1347730.80422299,124577.636526769,1498063.41082561,10565864.1806761,27763040.1688871,3330637.11246075,1970760.04603405,121191.679984008,226780.891017379,129512.332993587,317720.779107829,0,2050446.24233365,0,7403851.3830381,163998.835914547,151312.010029224,0,0,0,0,0,0,0,0,0,823307.751507033,256529.031761224,1475622.02329314,2803558.28011868,1285619.23239223,0,0,0,0,0,0,0,0,0,0,0,0,
15,M314T2416,2.27237740962237,1.40012368858585,0.174180050215435,0.00923271162491431,314.217071316233,314.216703104751,314.217478247057,2415.89235,2404.88328,2423.29146,20,1,1,9,8,15553654.6146948,476061.77942516,585972.255389497,15019290.9286495,5321716.93800853,1537722.95815741,1172432.51544203,231933.546014862,96744.8269918399,532672.547602057,1228474.11374891,442740.825228787,4414245.00214445,59188.5767502337,4533873.18217335,399692.645461584,633531.604123624,264759.427132,24449987.6954692,101587.237808587,964198.645005581,920504.379097,29379014.4014179,119267.587667233,13812010.5481665,1599469.69860653,1018974.98734171,1711937.17440287,28170841.292807,3714395.39139073,419908.300178151,4052665.63355687,132690.542723056,561161.3682138,8181898.12665365,0,21827606.7822227,123166.011358669,25709.6921305812,20512773.4549789,89680733.5227939,3612307.45750425,16365177.3290337,1583795.6776962,1299540.41111923,98977663.9882502,1882357.35406543,19807926.6753856,16460480.8725056,733081.874275316,56891681.6571662,1420533.82989461,87529030.9170703,33293916.1839234,304894.450531624,457489.84963637,12016308.3999547,1804330.95450106,689073.907968587,89175863.3348949,1424938.12324686,3703642.96043531,1471892.05526996,2503677.98863024,6755893.08760548,21903027.4057432,163739770.279332,63491998.2421103,39799512.7685916,53935935.1854964,40912302.7324992,
16,M1137T8234,2.24169127730863,1.38864348366065,0.180949157132848,0.00605626956343565,1136.54638542062,1136.54501993114,1136.54899425553,8234.1018,8221.578,8244.0312,16,5,9,1,1,3659565.52469531,8074363.36573289,1052084.40974757,5758616.37409785,3600097.36588292,8722197.01299886,491180.706184646,2036803.60604168,4524960.02912193,880817.311586309,1540166.68422454,3747811.27085797,3083399.33403299,321707.387611318,807374.939229478,1315893.65277878,561778.127674639,746938.515492128,1189878.99741757,3219335.78328853,9524210.54571116,543231.886229953,16108827.7966598,13000845.6930284,1102671.26933521,574514.751223819,6683026.33854541,290423.428801452,1690718.69123615,463969.200641568,652746.490212303,8105687.33966481,43552103.2098551,4447062.298856,2447229.18451053,563339.253985627,1094057.9412285,1340380.79525491,1039988.46704552,0,91258.7478348948,0,3017662.26860489,1141598.55740913,1044271.26978073,0,0,0,0,0,0,0,0,0,3787125.33862841,780614.299108178,2365829.00029813,1358163.8919984,1715789.96615687,0,0,0,0,0,0,0,0,0,0,0,0,
17,M442T2693,2.10461262628613,-1.3824686459632,0.181793029803939,0.105817282114612,441.910347365023,441.909726458704,441.910973983578,2692.65444,2683.99854,2704.7334,25,8,9,3,5,204889826.678131,11238253.4168207,1204769.31438811,341273971.232193,1099978919.49279,271525935.730032,788194.486068168,111103017.703328,16366914.4104249,178252116.810002,222601976.904266,40193319.0578946,40399229.5503311,17643074.1519496,431720693.91973,11581342.5804835,264459.952560952,113738436.562681,221927987.972772,35709753.5778553,21948749.6676366,540777.338108585,224150184.065809,96994054.5276822,95000875.7875094,622009.575435863,236923008.201387,540634.252078114,18753661.5882004,3595693.99098934,96717787.9489926,51754887.9170403,149573402.779651,56624415.7395273,168323525.98975,269018.341174526,100451914.74545,191629879.616706,143479.263816665,23031066.8999531,76349343.2591915,501148641.395402,285215791.249043,161765.767406733,96777.1958098675,20183842.3502161,18942008.789709,78290797.3943431,566545.401285725,351118.071948609,29526758.343477,649372.48549852,23579223.0373764,31246375.2679577,76813235.4866406,150377313.567376,40468555.9650402,22029063.7624785,81685027.1134055,38924072.4403706,2751947.92187683,1468045.10213727,639419.902223732,37751542.8407691,52556760.7350156,32938398.5491048,69913028.9387995,83510084.821215,16207455.7219552,57759506.1571258,61430411.7347057,
18,M1010T8127,2.95158450125615,-1.37933425731547,0.183870179857992,0.0434671482636138,1009.53899394332,1009.53716257196,1009.54077383028,8126.6946,8111.85,8137.353,20,7,9,1,3,4261087.16167796,10037879.8746199,1197333.17186108,13550998.560345,76005044.8365488,7919164.35093867,158807.190353905,60839321.9775425,3311052.35858206,2733829.38108706,1826097.07437097,4948086.08581341,2172683.52847021,987857.907461556,2169686.38083805,919769.901922304,1224821.16197883,581842.534209815,1435495.15620007,4406686.4230745,6059845.84343706,143593.309636374,2126071.80664572,22669521.3707406,1341618.91876498,460222.994682218,5018036.93329197,723649.944742857,1094808.35149039,1363607.94471667,2071447.33753424,2602068.39484066,6056338.9899026,4307835.06831038,3458800.26043359,674169.41268974,681870.799023922,838320.668270795,456113.156635402,0,1016513.347891,0,9448153.55407515,991504.542386398,1072983.81150036,0,0,0,0,0,0,0,0,0,10214516.8987556,2007085.85764099,2463835.72102501,7360426.33345521,10135075.424528,0,0,0,0,0,0,0,0,0,0,0,0,
19,M1087T8088,2.26251893843786,-1.36823270538212,0.187132193495369,0.0200571698406098,1087.11963516161,1087.11681609116,1087.1213399189,8088.3774,8074.4274,8099.0892,22,9,9,1,3,4473397.24843597,24657747.9999288,2696384.41471604,75117795.5853316,7200305.38688469,6902706.73904479,6826648.99897035,75022822.0412392,2724552.03889756,7469585.04402625,1162093.39760772,23831073.173558,2600765.75354611,2886087.23634806,4795020.76249784,147912.694869586,763723.926196867,755754.183800683,4726107.17339414,17105771.0062587,6683797.08502846,368660.365682714,7049732.89785229,16026508.6402496,1505141.35678929,420022.591242566,8818243.96210638,155288.118530105,733957.204676875,615567.281497148,5436173.55424027,6578724.5003911,5913555.05943084,13640250.7538412,14380830.4837732,353174.577434907,1429029.478041,833683.897723826,1166780.61736059,0,38490.3521383732,0,23844308.1713735,726903.491438321,1693865.75317524,0,0,0,0,0,0,0,0,0,17195922.3437018,3469909.67451336,2927197.28009295,5746113.03529484,11336368.3819175,0,0,0,0,0,0,0,0,0,0,0,0,
20,M790T8092,2.02420435417899,-1.34628802593112,0.192204221691743,0.0100670064216738,789.76309263895,789.759689017524,789.764134282718,8092.4772,8082.8526,8104.7328,21,10,6,1,4,3328015.49087583,43048803.054767,676161.968463832,197508396.662723,5009216.95619284,24070813.6452025,1667593.08877352,230129954.187176,465888.551127616,132586602.061594,1718013.07173481,63457435.8539822,23768543.0342238,6673657.64148484,78201791.238696,33199731.7358304,114068.241176218,649501.531812011,2796434.98691086,71034672.6530177,36690876.208656,160659.873637905,23673564.0450157,78377558.9592638,979107.057150938,54289.9240090256,7607965.8153588,209131.630198055,22102074.9595932,272605.531331248,33921596.7009752,12894637.2680602,20425162.3524045,46547608.0388229,60071816.6757789,257684.030515713,3643901.39960443,560112.285498002,233374.864894038,0,59676.1643915547,0,57523638.0689943,372271.481154647,451560.581376115,0,0,0,0,0,0,0,0,0,66729892.0684605,12884926.4764208,19931729.1645464,22369987.0212995,66148334.3029224,0,0,0,0,0,0,0,0,0,0,0,0,
21,M701T8226,1.97668845741735,1.3387181639585,0.192243190613688,0.00298335130536277,700.722884531625,700.721919960996,700.726232731256,8226.1794,8207.1528,8235.2298,20,7,11,1,1,1007923.83436281,9484988.51802477,187290.852648041,4916536.76239656,1248769.04575432,1249960.38321451,231877.59821777,165316.322278244,907457.308038775,3170736.5544714,1864737.60563635,3247654.2987022,473909.086830916,153137.118230869,641634.331035983,181941.136758326,39564.6832197254,131279.755070337,581645.915425788,3302772.44151192,4243282.45493354,220778.567360665,9276992.48103748,4725158.09758698,195106.262924276,128167.443734738,5876480.82015128,59887.4519016058,786551.974451587,35812.3404064796,1069090.43576201,6900558.95446061,17164165.3857837,1899756.25607748,1391983.64130295,68101.34883259,211663.654067457,162630.068776872,134274.393848745,0,30753.0582079813,0,4727743.68764122,296586.493504451,56692.0834857438,0,0,0,0,0,0,0,0,0,419455.43004754,152576.851891397,944234.434304681,1730335.56868326,757601.666162023,0,0,0,0,0,0,0,0,0,0,0,0,
22,M643T7836,1.63557153694675,-1.3344459050378,0.193051148353197,0.0612479090843648,643.070219966688,643.069258010861,643.073526819524,7836.3054,7818.1872,7853.8638,26,10,9,1,4,45308279.8349983,104996423.615566,280903.356671618,24660485.1090282,9732176.45458672,39847800.7871083,501187.739489708,83239065.0431098,12782462.6308164,31507197.7981188,8203081.0992601,20249948.2543643,19906177.6086152,13222597.1127387,50068448.996265,97442353.0560797,237828.346824207,498425.170612479,571283.377683356,47571686.7290903,8382424.20229102,107448.044091899,42313861.6245324,17604133.5868448,450248.625180138,311754.908960894,21046371.6522129,144139.79127763,46568415.829716,441278.253188604,20003077.2168292,44597958.8149596,24615557.5396763,14824344.4287745,52472422.9335877,2003082.62449186,4463573.54931822,395690.772096015,4453974.11867829,0,837396.472146953,592826.023963735,76766034.0040096,431028.534169743,1198784.16995013,533119.717147687,925009.148846337,3538094.29149269,21002.9676428266,909387.905842036,0,631919.964115922,394685.748968281,69044.9689160143,34944181.8971593,148051837.848279,20270761.2647075,30544751.1796168,49180176.4739513,160250.208182477,1053352.62490676,37881.3503691094,372629.876028872,162147.097569231,943037.047904446,0,130249.644758476,447675.969491123,45196.668497362,275579.956956125,264917.232826159,
23,M1139T8214,2.30232221858833,1.34863196285403,0.193053052932582,0.00698571010989518,1139.33329066342,1139.33202985121,1139.33651701945,8214.1554,8199.45,8222.6298,20,7,9,1,3,8351990.5194836,13640841.9080677,521973.101261386,14886222.9381823,14649360.2233451,13141583.3237093,152296.739846872,2218759.58329498,5257031.75293805,6608816.09062512,7341132.90516677,7996067.51098448,392149.890236782,355612.423116803,1219054.42749029,109528.811434521,110034.809949999,354650.168697464,1584012.61054247,2320740.56051328,14195569.8954263,74767.2790215071,47952483.2689529,28747621.6503042,789353.28762819,254673.483416018,10502339.1415984,25453.0467641592,862286.317515358,0,4475630.38054822,19088308.0126261,81799730.8676302,7600027.19737079,3458868.22882353,300449.538280227,1166418.82869544,597002.344318738,264202.899669557,0,45877.8294732429,0,10217494.5330902,183686.001440939,593168.866809649,0,0,0,0,0,0,0,0,0,3515914.63359951,773654.382823337,1096867.84635003,2657447.71665862,1502184.52463251,0,0,0,0,0,0,0,0,0,0,0,0,
24,M1226T8190,2.2055790832752,1.33228839007841,0.193426254332674,0.0170006648011436,1225.66958255724,1225.6677121262,1225.67122023283,8190.4062,8178.9324,8198.5176,17,5,9,0,3,4757901.61564937,10854419.2911842,279878.395358253,2551502.78523109,4097104.17100086,6136729.62192263,0,2313726.69976228,49060968.8730978,5933740.95110438,2462263.15874839,4817632.88044647,1091209.79987939,5001149.06642618,302223.562300658,262709.746101569,162135.298978801,536036.256599993,1430673.6586141,5440183.44428047,3588447.13964297,68827.5660915292,25872920.131121,20016119.2475513,59433008.5607827,330389.240409144,5148397.9077139,101038.040149692,51195.0771406246,157835.536599996,5269378.93468752,13311527.282625,55118063.5505175,22128267.0709445,4161705.615743,300327.569187352,3051824.66520004,724938.159832697,276425.822324613,0,10195.6806828555,0,2474190.78477526,753987.917716643,146823.637673967,0,0,0,0,0,0,0,0,0,21239541.0440782,13528496.9334976,9163889.76004845,7850800.39456163,6158525.78859312,0,0,0,0,0,0,0,0,0,0,0,0,
25,M643T7832,1.61776943483463,-1.323703128685,0.195423546469501,0.139225347252626,643.319876240024,643.317522727268,643.321534406336,7832.2059,7818.1872,7843.6194,20,10,6,2,2,26607400.7259365,63611754.1619559,308279.750251884,16974707.5376349,5965475.93025509,24648647.0626016,1136402.28757619,51004632.7204074,9086433.64920167,20209423.4551285,9835195.31573306,5774617.30518925,12201444.1123765,9973655.32757241,30378795.5369833,37551060.9450077,469213.348514945,346823.708975212,580393.263629727,30179547.1425464,5230633.1952168,452974.167019818,15068325.449292,11087645.0556907,248534.613798043,213602.359836547,13013558.9727861,294356.479966147,25284283.8469812,285248.652795711,8613662.06525122,22344826.2737366,13437814.3530188,4769736.28651766,46242390.749116,4216395.68951023,2960310.10306572,411696.756689481,4118157.26838422,0,98251.6048971038,286425.881937826,64878820.3411725,608905.232867572,1528206.34115922,312423.292233554,93166.0527567094,1468168.9261584,183548.175203648,696373.729411057,194878.185484594,553837.263434769,254865.326655435,105229.823090628,16803747.6096751,90746877.5647794,7616922.85493433,19852698.4770271,27717613.595529,259706.863818315,0,197939.105922399,208286.8021582,162286.113549645,560855.637437071,1942782.17256593,193443.423165909,282409.41753589,50388.9517952515,0,0,
26,M700T8225,1.97504054628123,1.32332645376433,0.197207489882012,0.00360694782388924,700.054419492925,700.053288795654,700.056148792417,8225.0217,8207.1528,8235.2298,18,6,10,1,1,1723089.88767389,13309939.5362611,261741.068953979,6721165.05304156,1853231.84068299,1929455.84070695,214043.503503698,221450.346211089,1073417.77481572,3932626.04872045,2458537.08226441,4698501.9177973,485150.80962995,188679.14928816,845304.960266339,208419.685023584,114808.587891207,139893.466076007,800888.357547571,4045161.79778002,6004593.94363882,102472.221857611,13734877.2767123,6079355.16435547,217867.861327844,159918.081562538,8127546.63592472,96607.9982498766,1446908.14093243,81178.7775772166,1675063.26728897,8512103.98604658,23820020.583596,2952108.54943767,1794691.97554902,99699.3210635861,125588.195164013,233735.739671839,98458.4300285426,0,41559.0055573908,0,6542512.46188069,277402.656066029,132492.965529,0,0,0,0,0,0,0,0,0,627552.931199477,122874.454756249,1465604.78189838,2703780.27573927,1447356.76199687,0,0,0,0,0,0,0,0,0,0,0,0,
27,M790T8091,2.19367790561817,-1.33347540222075,0.197346008780541,0.0173214650719154,790.097248079631,790.094390733703,790.099152144567,8090.6334,8074.4274,8106.1764,27,11,10,2,4,2410382.62453051,55145837.9642758,1305545.03097451,137575943.383184,3304875.60377889,19128976.585244,916371.678530755,233426526.68379,566355.67146574,91249745.7079261,1543070.67128685,44148138.0701171,14872945.9948542,4689797.96209999,54319989.3777972,6561309.80353151,568414.771217349,629795.069300676,2066425.59450455,65888737.1048975,25009167.1374793,1449040.55490681,16634724.4393742,42790455.8783464,986867.395984622,1623943.40579937,9364995.16118735,178576.345300785,14236717.5665622,5034510.43940356,22702288.9662167,9128560.01309267,13492203.3779317,34023555.534926,41642305.1649373,247721.19630967,2674611.87326904,722212.927546413,348753.434027403,0,636459.132259473,0,48861101.6206856,709412.897988571,449864.134535345,0,0,0,0,0,0,0,0,0,44848963.7388386,9073937.2031233,13893490.1539668,15753884.627438,44135986.9672243,0,0,0,0,0,0,0,0,0,0,0,0,
28,M643T7833,1.63562673408943,-1.308351761597,0.200807907567746,0.096267302257833,642.819361573871,642.816836795962,642.821674839601,7832.5566,7818.1872,7843.6194,23,11,7,2,3,55438849.6222408,122953993.811466,215913.518011945,28938409.2286693,12275223.9098165,47449570.5610269,2106008.2896875,99567265.0694676,15266249.2427003,37791613.6237832,13152621.5319069,15074699.3312702,23880293.8704221,17901064.2198227,55143561.1742157,103258171.205945,462047.977082836,370248.5947128,842892.238008695,56209946.9194394,9407162.39153327,483304.671210949,34320142.008168,20405234.8102035,267518.045428384,78709.9374397571,23982057.2655592,213341.58097501,49471326.4475473,718057.546576945,23956302.4388483,46431874.9016022,27468353.806076,11199707.7206751,90685465.8898886,2021453.09331789,5636470.30487266,214236.113101767,4888588.66251714,0,0,226054.767308386,119916325.236239,143106.075898362,239418.150595086,605913.595881163,199852.448943641,3210809.61525,359754.469793777,1087451.49850552,547782.623317838,560252.567770751,538747.157413127,167599.178784156,34268338.5137877,162431932.438598,18597676.5433077,36266442.1707791,59511707.9587517,238574.954006914,0,174991.582490718,271868.607401038,322554.454423757,1026517.8725874,5350551.69004516,170934.867476504,670953.161010925,120831.271632421,146476.009696046,352307.528421499,
29,M1225T8192,1.9072100932959,1.29302973102107,0.2055416478639,0.0110677890362179,1225.41817565858,1225.41680356312,1225.42061001388,8191.7508,8181.4692,8197.7628,17,4,10,0,3,7023564.03282206,11639433.9727106,11101254.3672242,2689590.35594315,4211522.25290172,7464336.96743725,0,2617277.78592527,53549120.8554044,7758059.87061464,3529823.08838364,4995030.04085028,1130765.09434971,4233247.35303026,302328.071342751,148217.413390205,2057798.4352148,653701.01365898,1991059.78401062,4995614.53104845,3617415.58179845,207814.861394012,28896863.8658844,20151726.3650832,43358263.0191942,208776.532669176,6102462.01943731,302258.728299927,147253.746234959,4117283.73947236,6310295.68747597,13979964.3176249,59985611.6280265,25241158.1499384,4210072.61393709,14777758.9072504,2105904.56523981,746120.697639407,6284576.77746524,0,24013.3127993476,0,2864701.36247678,522898.078031746,8998247.4924524,0,0,0,0,0,0,0,0,0,24965137.081596,12531757.0683133,10225447.0865985,7936350.78380594,7420682.76515984,0,0,0,0,0,0,0,0,0,0,0,0,
30,M345T6199,2.31138134462108,1.27372666228967,0.214209671498794,2.81507470209002e-6,345.226933622079,345.226656557214,345.227379269356,6199.1379,6190.5774,6207.3708,16,0,1,6,9,45074.5990723433,80087.9649078693,0,564572.809376954,1162613.85415873,0,8160206.35668978,178320.924595253,328351.279785789,1236355.56988279,0,164670.145936978,399076.440312159,134671.172478259,0,0,2778609.30490835,8824030.96944476,0,35987.0674386628,94954.1446776928,2191332.9085186,89376.3411738985,38262.0926430576,2933452.46866172,7170183.23857182,76213.8098239309,2560765.08449032,386228.176834149,5644157.3712327,21429117.8988878,1769476.51036404,133482.532220744,6130473.70683519,4920608.77429379,0,406420.281736161,7186073.77623147,62348.9513917275,793707.620625008,27258901.8682232,17780601.4180074,319678.890682534,2662414.81104494,0,1634382.57581481,25553129.9015707,3391734.47816151,23079744.3126048,13977096.3034411,18973907.3834664,67008868.2896723,11090395.7792695,14480286.7421789,54137.3706870103,1880782.07515298,52004078.8442475,10421180.8861499,1039762.91163752,39156170.6284722,36457214.4785223,17586665.2288065,128150699.34753,43788347.1293475,22782054.1200389,918691.28942705,59108447.1598747,25116462.7442513,69243075.3685124,38709773.1898875,26754968.8753296,
31,M942T8217,2.82966049165483,1.2541424267329,0.2260263233146,0.0433531476209996,941.510525198584,941.5095835822,941.512541277932,8217.2784,8204.2446,8225.5872,18,6,9,1,2,4792916.50427655,14877361.6195995,2018459.22310204,11087522.4250683,5430802.02643563,12763020.7795201,2683406.63636737,1832167.87048416,6218227.20045333,2210104.59901282,10558207.4719727,8096912.95374854,190320.545440637,253246.379597674,259542.542355169,63048.0882872263,8841036.19147953,939032.0184375,1354528.24543328,2042675.67512037,20534885.7450589,532200.932198865,39739894.0869677,28991896.7617796,634178.989372593,544750.268741598,10970911.0147806,313416.792573817,282843.185549393,109181.948281762,1074367.20642688,10454583.6930868,133222221.314902,6461989.735679,1602182.02981341,4618077.20497066,1052328.91214492,2580615.550259,3008868.30275623,0,24770.0154046874,0,6449497.72060641,855323.118764077,2925955.42450079,0,0,0,0,0,0,0,0,0,7245875.49960507,681798.108007109,3657133.26587718,1706070.22904681,1270574.47237723,0,0,0,0,0,0,0,0,0,0,0,0,
32,M708T7904,2.25233413628368,-1.25014515258483,0.226893865043741,0.0990503951418676,708.138417841293,708.136728246217,708.140973179552,7903.8396,7888.9218,7922.4786,18,5,10,0,3,1395373.1503681,5698813.15939479,2349316.78658575,4054252.25233241,797160.048445617,766019.795653615,2546835.39393743,1194966.35665213,736065.672215856,4956052.46130269,317933.298216851,3433330.76757648,1630281.22988909,1864731.27642005,5308522.47516722,49678677.1896155,9324238.88895577,15945521.4704948,239736.173537228,8849332.5627847,1562489.79819681,6121102.27930496,1891087.41766552,1500874.39727188,374190.123761682,953980.306143404,649116.33516882,5387077.36743571,3931971.62508314,2312792.46047706,1643133.28731644,3968282.08303726,4070915.66993286,1879695.26710043,4203338.42392655,186229.284771634,1883892.16141756,3993190.50796885,1336328.52076737,505449.7091899,6624672.66071179,3870008.66197654,2156824.63946262,1703327.31181941,584110.674824998,12807.4108484931,5807820.56460566,1022825.59892306,14376.1622310726,206334.542613332,16681.5075048828,242895.179063672,207202.570793832,0,2986854.98877766,4907874.17848305,3571207.25411155,1835951.46320939,2638359.0303815,486335.649879477,276440.812869363,88987.8600496361,146704.058176485,77555.9870646621,135554.722727863,0,83663.8080723658,124680.98339954,296896.328505038,9950449.16015312,1800818.94962105,
33,M1168T8187,2.30459515399232,1.24513986380612,0.227892761559507,0.318211628179831,1167.58474178218,1167.5829793629,1167.58651829607,8187.1458,8176.806,8204.3694,23,9,8,1,4,7520702.69534326,2265307.28877732,680203.191417421,48529616.2579611,36508626.2970469,63223648.4790569,596804.767296981,25683714.5004133,99597869.7290578,44857280.1355139,73925308.9714309,11555844.4338652,13809305.4841358,20855586.260832,10697036.9880079,680837.496686086,443372.284396634,745005.40307716,24195871.5364252,6679392.09872847,44901374.8465503,532723.555031585,29532525.0091121,134269899.240135,469208090.504944,318741.702142046,10036803.7912477,244417.691673907,7675469.03736787,911038.440630311,115398303.258125,40132697.4586584,91913780.9678894,60064634.1654932,28881725.5416043,231243.89843854,301960263.652128,571778.363078321,359494.688960468,0,124753.237666987,0,78247332.337909,321108.647931727,527590.170230856,0,0,0,0,0,0,0,0,0,101130559.37133,36449092.6068098,45095213.954134,110400554.511751,76329478.9009686,0,0,0,0,0,0,0,0,0,0,0,0,
34,M425T8488,5.38397361079154,-1.22113449795032,0.238442173702429,0.224965515596888,425.137399171014,425.13461667453703,425.13793174221,8488.0218,8483.4288,8493.6732,15,9,5,1,0,3814367.94583903,2712219.09529087,214872.498933591,4299929.48160508,3042103.60347447,3361303.89319972,3884885.10992111,0,4193041.20447461,0,0,4573760.20460136,0,0,0,0,107436107.708538,23175781.8852046,0,3748179.82883861,3513887.43611082,2960554.93612392,0,0,0,7894047.46255772,0,1026830.61593436,3513680.07912282,116914.705758862,0,0,0,4002771.52889548,2978359.95542751,94171.7300330755,0,27475901.5652801,108867.523555125,0,0,0,0,24510254.018822,1930653.5617236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
