id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
12,M439T3264,4.68623948896568,2.65436040445883,0.0423856909300642,0.0101729806641341,439.198852987834,439.198843276802,439.199431551196,3264.34476,3258.5997,3270.522,3,0,3,0,31426597.4176631,7905974.7630887,24421446.5421505,13393621.6380268,5700321.04728569,32061818.7989867,119670443.852352,6351445.87250341,142896554.307356,111607624.351389,146628098.179459,11340583.1122945,44365931.2664929,7499443.73336298,1906812.57723445,4332001.89412409,11084169.5856462,
13,M1159T5794,4.96573649605201,2.45007598850176,0.0451467076007002,0.0252774546943915,1158.91521540535,1158.91248069384,1158.91549600085,5794.1556,5791.93986,5797.38798,3,0,3,0,0,34454210.1547906,7467916.6090762,480413.174008366,0,8493186.81087198,24236334.7175055,33989157.1106841,2861847.84573473,85156081.1585801,72548322.5075746,33943024.4692651,26080459.1124498,7419719.97158444,4335106.82109099,8018841.93051406,9308578.33510654,
14,M633T6246_2,5.97864177818703,2.59169911600256,0.0452780452174433,0.199855321288447,633.079005545704,633.078739778385,633.079612793381,6245.9568,6243.744,6248.8134,5,0,3,2,3942629.67905627,7955505.25573235,2424260.8556537,19068981.4896313,116987.005364062,11517336.632322,7199545.27834929,56473810.8237668,3090320.02258179,69639973.2324146,90392815.097019,42396072.1449402,3449611.01362158,1704379.70268728,227224.770922474,139311341.751403,128826153.202294,
15,M864T5616,3.85464937467683,-2.59322596273247,0.0478320240223011,0.0585834461968289,864.399637088583,864.397259860438,864.401337922768,5616.38316,5615.09232,5621.98014,3,0,0,3,2279371.58681563,10632561.9249771,7438729.46509076,6358106.64648659,17547915.4121097,3528681.00678013,1641529.3219272,1193202.3169187,2392056.44094217,2443577.88196209,2300197.8392122,2426248.82645493,4212695.71907534,266938.572396782,9723488.08024513,9429806.57029996,7208021.75159819,
16,M761T7878,5.67110981312171,2.55176491451902,0.0485467531796524,0.10281107588999,761.138997484376,761.136905517366,761.141232956267,7877.619,7868.544,7882.7874,7,3,3,1,1616940.82610606,1753322.9222788,790227.995372398,295274.485944506,0,1797158.38891214,3708843.16563304,4953439.64305097,2327532.24290796,14727986.3887366,2927503.38859507,6815717.33640798,4331482.35977703,87078.027079687,391123.880220018,2155011.11675443,10723843.8844274,
17,M428T3266,6.28217776384228,2.55791338622143,0.0487951816353838,0.0153312430002506,427.887420684972,427.887239850633,427.887875625711,3265.53468,3263.98698,3269.09412,3,0,3,0,4000303.3500574,1310405.59092334,2126724.61717522,1044173.43606585,263815.144509118,1567405.61293501,20245681.174512,378116.043865677,16682881.9874189,15305242.1286975,12114782.5716319,60313.2777253129,5719616.1920517,188078.745941184,120133.605267235,953946.207581249,543864.684707177,
18,M343T3305,3.93807174082472,2.35145925418462,0.0514983558356028,0.172659856591015,342.534648149199,342.534639427559,342.534693112165,3305.36352,3298.86984,3307.9014,3,0,3,0,664909.38881025,86978.7912275553,435260.186854934,500672.223437944,246199.087510237,2668620.31317576,3046836.04411291,0,3745300.31246567,4024272.27004438,6058505.96861241,1250611.88657716,691437.860288828,83462.8039656143,541442.799694132,6120280.22591894,3794513.33933384,
19,M636T4020,3.11893265025378,2.37282437495392,0.0553724622400287,0.024484968507381102,636.269252182915,636.269233394822,636.273330270614,4019.70546,4019.66106,4022.47224,3,0,3,0,11734443.9015728,9550355.09549261,22069065.0414897,6508852.27164868,4852191.91479524,27327699.4037257,17796135.4230118,35436961.9875711,64269886.6379646,88644467.281051,34387490.5623405,15350425.7532507,26631901.0165819,7021690.93196858,9821074.09026136,6954490.93683314,15177931.4908887,
20,M367T1960,2.13449577193301,-2.18953791750956,0.0553871126124896,0.0111469563133353,367.196858153373,367.196286679721,367.198034595089,1960.49058,1956.50346,1968.63594,4,3,1,0,1741385.31944592,17240433.7529458,13581738.3270966,9462683.98207545,14540109.0377791,16300949.2490448,7506532.44237739,13092055.3793639,6337623.36981497,929240.24996664,3291300.90310967,2981192.84436109,4442137.29131606,2642825.46665374,3880366.82042137,3410304.25229755,1826037.19848864,
21,M839T5682,3.31998415601128,2.15611801741276,0.0602630543027201,0.0153639488693748,839.406897676412,839.404536070361,839.407379648148,5682.15645,5678.62332,5690.88018,4,1,3,0,14210835.6844948,8388552.49328241,93998143.6516851,4450853.75427446,903223.294895114,21192350.8025352,31227600.1011848,77525959.6485469,48033288.82579,159209408.873449,35296012.7166372,123943408.004585,16716676.3530609,150094.167719719,2570787.2069524,5453656.59732332,8925715.56063054,
22,M712T1303,8.34716936170904,2.33688094793633,0.0609183615021927,0.0234063431989121,712.051967020811,712.051686231376,712.05324806371,1302.77988,1301.6769,1306.17612,5,0,2,3,157487.376472415,0,0,0,0,549150.594169438,1718911.06825077,0,1495138.26818496,680527.767984891,0,2003849.71394131,2174550.05104429,1321081.87685793,27689.8220828672,1570856.38387733,2777494.81186704,
23,M373T2740,3.07072357851181,2.29727368644383,0.062308390635788,0.0746511730656058,373.232815327849,373.230109869887,373.232913033167,2740.02156,2733.20142,2743.5441,4,1,3,0,800484.159762846,1909736.90721471,1603722.02256175,4243845.14520704,4074177.72012071,5797592.14692733,2704921.79039682,3519431.74749913,20478475.0563331,10784347.6430009,11476061.7155158,7628840.65198764,2494307.85699388,1366507.04821784,2567541.09938838,9569342.84521503,8180180.36098342,
24,M860T6252,3.93065823454847,2.23607760578419,0.0627671358335169,0.0594739609284903,860.121793901919,860.121533493833,860.123023581075,6251.9514,6249.0582,6257.4246,3,0,3,0,3282588.41056453,32548005.3096489,27956051.3940158,697117.263103773,2356042.13556713,4680803.56997007,85045220.9807833,49595779.158252,2469429.32624997,62923139.2806533,76049152.2859225,5040346.06898677,30034328.3005848,4191648.18794795,159038.727432066,19065937.5587701,36163370.651513,
25,M774T6845,2.84238419922586,2.11706726809613,0.062800941753465,0.203664209904948,774.318757208691,774.31748906551,774.321689707905,6845.3172,6842.2476,6852.156,5,1,3,1,17568352.0383311,5332999.71297528,3391761.88921526,375802.751400005,2481073.39850304,1199802.85620535,27324291.9236548,15346475.6216693,1919834.67836638,14890763.4673804,18518661.6558358,8265743.72165585,13367936.5704498,815320.168221572,5860324.21012829,27357749.6532985,4377891.48888522,
26,M605T3485,3.03356819201091,-2.23496724162851,0.0636659455562862,0.0301115904868103,605.294270631183,605.292731330892,605.295687490454,3485.37678,3481.6548,3486.91674,3,0,0,3,6291646.4099728,47845393.5586016,29627934.4987583,18272092.6785365,7428541.24978465,27688237.5371822,5357442.42254542,2515925.20448383,18021633.8079059,11540182.453934,4461037.13301663,3315831.99674721,5197933.75593332,1642506.12814759,941444.084588197,10351470.4498958,12968238.0110444,
27,M1348T7987_2,6.31197748448807,2.3090652607566,0.0642575589218337,0.211383670865942,1348.10916014716,1348.10775480262,1348.11056570399,7986.954,7981.5468,7989.6342,5,0,3,2,906599.375815329,1105904.48432553,6392031.56182504,2067392.24486846,140690.789303019,617731.155424799,715803.197816067,552282.493958718,19479319.9168788,23253844.4846833,19951237.242757,6933226.55501581,626778.626765301,733305.85568611,0,40474603.5613628,36719854.3895626,
28,M533T4655,3.81750803763969,2.28593502252673,0.0650021255438995,0.026098681068748,532.938519629702,532.938403169288,532.938673211943,4654.94862,4653.69936,4660.20306,3,0,3,0,407550.840235545,1767327.73441331,1110857.42395904,1291863.98903175,241863.738570116,272923.047493966,1653657.40893336,59503.1188257642,6197217.1290462,5552470.49055878,4398493.93411819,1578885.35790174,1147537.04363271,882344.719105981,241164.560963426,778570.884106497,881618.673991261,
29,M862T6341,7.1247349943071,2.32338307517286,0.0650574683319287,0.0632609092418937,861.742779983223,861.741887350651,861.744651979427,6340.8222,6334.5612,6349.4628,5,0,3,2,883028.738874984,3746325.95640874,3159095.76240484,288953.609378287,0,829228.459420705,27099401.0884315,8440036.60802495,248592.611565343,15404227.3184997,6098329.24668446,6166809.56969383,2825854.77026252,300753.814721876,0,9855800.55287838,7764200.16347337,
30,M1348T7987_1,6.26401872738528,2.27997245312697,0.0677671576456294,0.188543797761032,1347.60759061246,1347.60608114116,1347.6080782752,7986.825,7981.5468,7988.9334,4,0,3,1,1316845.80713083,450377.962973429,3614422.98093396,1542436.27222961,0,332740.844402601,512221.448481265,711778.079426521,9338373.69473229,16729644.8073044,13370125.6859616,4794736.89251808,1561466.31853304,570442.894501977,195880.081129685,25829766.5486365,25405243.3035372,
31,M414T2963,34.9634034159796,2.31078909310669,0.0687741417639638,0.04634140041007,414.277367572302,414.275909234511,414.27870057388,2963.26098,2959.04196,2966.06952,4,0,3,1,1081704.21622409,461777.431904463,381122.051665878,66192.1332963753,0,852224.116659425,863061.165628157,1314902.05918886,1032845.31001314,34608436.7039646,32103931.9165677,29478476.2674329,1116462.21780473,709705.26292285,0,7977773.51429319,10067790.7424462,
32,M464T3926,3.15206616758028,-2.22499624825337,0.0692343510034419,0.0364109621175579,464.23587976463,464.23236614806,464.235889158728,3926.31642,3921.53226,3930.3522,3,0,0,3,12584609.6618109,3699827.24613086,4665131.06718421,25867487.125594,17809996.6071465,7080688.6644719,5801121.80829785,3777953.79152759,1674443.29926172,1800479.60012612,2066368.2321634,7629073.33744826,3267386.83360347,3697887.19420656,853926.533946294,5709064.83682488,6064307.49464112,
33,M1181T6758,8.57718378176126,2.28663685606552,0.0692782754234778,0.0834445659378198,1180.59811742344,1180.59757661458,1180.59953249261,6757.9566,6748.806,6762.1464,5,0,3,2,709025.262333932,1181110.73557498,6249491.31249795,397833.854619645,1338901.6772216,6152230.40660957,466834.226250002,15571744.5363749,0,45179811.4461163,49776428.11189,26485371.7379188,882131.230765906,0,1051589.05056821,17852445.0696248,27454603.0319641,
34,M433T2777,3.03523795895287,-2.22892927539427,0.0692833672195523,0.139819467412615,432.880854062293,432.87954267124,432.882897519732,2776.82502,2775.5292,2778.288,3,0,3,0,32954967.6197523,19181059.3715958,7736983.12776337,10242779.1998561,6545245.79992734,38341869.2360967,2082974.90687425,6979406.47391768,4770502.52394644,6795743.05045265,4249935.25986217,13010692.56834,27570860.64526,15939792.6012832,23723079.8738977,481097.759347862,4262019.09851988,
35,M414T2965,28.2908585669295,2.29937695379428,0.0696348439831833,0.0731389510058629,413.77391494905,413.773046204913,413.775822099078,2965.20615,2956.77816,2973.876,6,0,3,2,0,48205.016260312,3000534.02830697,1374220.10328926,0,4134652.24059424,51018.358038099,1663198.6863452,7830916.39252648,88805660.4943143,66079945.0000771,77671434.5301048,0,22978819.5658127,0,47626170.149428,13828083.3412063,
36,M416T2505,2.79457529939402,2.14143873303619,0.0709215345055407,0.0259164148012388,416.285420813322,416.28497003985,416.286844918898,2505.07038,2500.16418,2516.40432,7,3,2,2,16610088.5123953,12625691.4516279,20313875.7379631,1958372.92485509,29068782.9721766,54738259.2439602,50820075.0281729,42371690.9330227,2647501.113134,82066493.5213045,129605092.545514,70637301.4723903,90229515.9074526,2347146.44324132,126155259.293024,150699260.67525,140439655.958188,
37,M429T2586,3.08232397849419,-2.17367044332847,0.0711130210161031,0.0327601951263846,429.224019331775,429.222418024572,429.224975653885,2585.55918,2577.81672,2590.7187,4,3,1,0,2816604.58587294,13659235.2463306,37528376.2323883,12147770.1766303,29060993.6574223,11990749.891132,1072401.43893414,8958823.51547346,2090376.68972071,9645785.71344399,10972531.7204861,2040243.72693939,11038922.2321388,2359854.74618251,3845108.27522573,2631320.78137106,3795931.94409105,
38,M1349T7987_3,3.94443607328223,2.20970691677858,0.0724985264172702,0.238332895781543,1349.11186929373,1349.11055169564,1349.1131305617,7986.954,7983.5802,7988.9334,5,0,3,2,784991.535959201,514639.699109638,1373649.04501281,584210.258321814,346636.926979107,0,698145.24087876,577752.88221818,5085590.51826307,4042208.99486086,2785908.3546744,1026644.39626699,277334.088119398,333949.422385794,128534.369835487,5784857.09586888,5853156.76624799,
39,M555T1891,13.2844488602232,2.26449555674193,0.0726757136730236,0.1037745066381,555.245687222833,555.244595002318,555.247836072547,1891.38147,1879.3248,1899.57252,6,0,4,2,2185358.01585803,49828.5757434914,1022460.97559693,1864211.2568015,2043532.51088969,639473.404638158,743650.676161258,42685278.4246653,223907.668731155,8897970.40999646,31598854.4436774,19533664.8699845,5897280.14522594,444151.321570369,12974247.0597291,52280155.8846052,37642577.8908549,
40,M1349T7987_2,4.59735810593248,2.20950765743493,0.0727081420987925,0.242608883948689,1348.85922140521,1348.85819625014,1348.86158547421,7987.4832,7982.9868,7991.091,5,0,3,2,543360.229290719,626405.275916416,2083870.22675582,467843.905742749,184535.865036813,505169.947473051,589795.632386912,600293.573262234,3597179.78630578,7759728.29798795,5520841.65279863,2211960.24357845,120474.31576272,39859.8390256126,128472.423476055,11369115.2462683,11266122.4254348,
41,M478T4310,3.7199003586371,2.1156369280521,0.0739945281833023,0.306887252462804,478.032456271075,478.032306107178,478.032616292051,4309.9551,4305.93222,4311.06942,3,0,3,0,130084.490402664,5116285.00704755,577060.750059492,1010564.02689692,0,4218735.23841012,174186.252266896,1590012.87138362,5286053.82086597,9087478.75982969,12475776.110588,12501544.6637117,734058.347707899,243202.548216522,137895.448588707,6972553.33052333,18996414.3280949,
42,M476T3058,2.42354593673144,1.99731876515162,0.0751516679922482,0.0245043969949926,475.750642832706,475.747176573937,475.750731977572,3057.8274,3052.34994,3058.19718,3,0,3,0,0,477260.335057919,10736246.8927216,406536.936027809,6005914.04997092,7046474.41322356,9560822.32553167,4914291.3578389,10317881.3642476,19930833.4287787,10763199.1957995,4307746.17025397,1174027.93317723,0,236286.879192709,3648609.40495018,4850743.38568112,
43,M568T3563,5.3040016594516,2.17658752994945,0.0758803783069917,0.279030774250147,567.98464308523,567.982451139531,567.985619757623,3562.79952,3556.60608,3567.95322,3,0,0,3,2070285.2122214,74075.0680933156,1181667.86866006,164926.149025161,74210.6782589868,677198.387366118,4142353.08469692,762744.045392719,110503.170414974,8953688.98703895,5928962.323002,2603250.71011835,2692615.3509414,36298.2260662686,2080875.19148831,6105907.36632674,53822671.8163674,
44,M906T7886,6.54711911884839,2.21528699905404,0.0763090012193484,0.112806439533783,905.99975846646,905.998900491802,906.000430471705,7885.7829,7882.9842,7889.7444,6,1,3,2,780283.841621794,2171825.92238284,836839.277167683,24495.1885001385,1173933.76718571,1516469.96908481,2548284.45011174,712658.295719698,1468473.71851532,16354209.3675535,8212465.7894996405,13285375.7425085,668660.062379038,80971.6877954229,381674.161614998,8823033.64197478,7995046.48493486,
45,M734T4860,2.00359613290393,1.96871882739046,0.0776268599262004,0.355580671603436,734.382119274096,734.380428753614,734.383224203118,4859.73072,4858.61604,4865.71068,3,0,0,3,45450503.8981448,11858748.7033328,1782640.53568983,15035151.7570273,32989155.1286232,4083826.59144413,34775001.1299886,19859308.1753079,35147635.3970486,61060726.9897343,48529657.9725478,23427613.6385218,99121049.7850031,14634874.4010109,0,14503551.2074318,77788731.4255019,
46,M1349T7987_1,5.17138024495395,2.16155622141834,0.0776886697219463,0.216475394804511,1348.60990244577,1348.60740409448,1348.6115433519,7987.4832,7980.1014,7989.6342,5,0,3,2,1065340.19987141,367889.015578042,3994168.45125253,1874949.31253482,431920.603981466,290829.146386799,698962.893599271,584236.805093947,15226800.4096121,11280202.3313794,10226277.1657311,3484347.08590832,564747.130166588,1028874.02893698,300112.694688509,21880864.4365454,21353757.0583567,
47,M570T6019_1,4.13713193657127,2.16145856392627,0.0788126312317736,0.0385836162055168,570.04462029885,570.044578393514,570.045143651405,6018.9546,6012.021,6025.4196,5,0,3,2,540664.12942588,2626379.00657483,308160.927088382,3923507.37751572,1647634.46165559,2537782.19503132,994574.112800642,14117204.3772771,13565774.7771699,14547068.3543527,3330670.48520614,1369774.20183168,348857.963360149,674315.11362259,130744.061096128,3680573.64423918,3711187.06277993,
48,M562T4482,3.71993433272833,-2.02744778509571,0.0798598480776846,0.174364490006374,561.759340125871,561.757431864762,561.759773620986,4481.99526,4475.56206,4483.79598,3,0,0,3,50258524.2134103,20414528.81839,76556046.4860585,22373138.0119018,27195379.8522374,2633081.10885929,35761333.9341435,7204531.59037731,763082.038631108,2238819.8839092,2737584.92362302,4905996.8233722,59074677.9347088,142865.273896158,11828177.1129747,20767014.1736366,19881506.7609342,
49,M873T7825,3.55002722574388,2.10777526940721,0.0800141114866038,0.120215170057598,872.811808328937,872.810126973101,872.813492231665,7825.0449,7821.261,7828.9896,6,2,1,3,8976932.2879666,6763764.93608646,10304843.5450151,104043.130032347,776404.646187517,2754474.50205078,33411447.2308965,23488321.416873,1585000.42184664,30409084.2095757,1164933.72892719,15307664.8826187,21636209.4264156,72427.1946130305,660773.44021863,1641508.97144675,15116186.3030885,
50,M563T3635_2,4.35654937649411,2.05625816006056,0.0806683836856685,0.075851735492793,562.936491641191,562.936210334538,562.939020081764,3634.7409,3629.99568,3635.26122,3,0,3,0,54737.5443226756,3130486.31897819,468274.026438542,69726.2964286755,65901.6471711776,879421.378078209,92930.843613899,3715632.96240935,74714.7436848756,7241890.91192711,3752950.95518492,5460636.02621396,201361.977521698,35655.769265625,1738024.42151597,1525142.45551814,2367491.30582872,
51,M444T3088,14.4526002045149,2.16946862655839,0.081554508591283,0.0554359565373038,444.317689476146,444.31758103225,444.317911084887,3087.99852,3082.87128,3088.00314,3,0,3,0,1042642.91661726,908493.715278555,180571.957682049,835284.011571601,83594.8837976371,3665110.17428334,1897686.43712255,381280.1118192,45863332.6988239,24394139.5227675,13620968.5696159,10901886.0231053,401293.361764562,5523034.69412738,295956.062504973,6115704.76227384,6970777.63208846,
52,M409T2754,2.26000156347937,1.94571132569944,0.0816689097183723,0.184482133992425,409.203045611712,409.202552948301,409.205367757164,2753.80062,2744.94666,2763.34794,5,3,1,1,34461116.6754838,2467774.79785545,8875935.36454214,3949187.21683885,15774715.5058761,6617952.85218749,28883245.8093872,46088361.8647903,6661142.67826217,29191862.0572784,38724856.8539093,13502145.7891136,66310163.4450112,26393993.3400691,16896458.9106672,40717019.588638,3537348.0047698,
53,M690T6868,4.41612804024544,2.15825227436713,0.0828875226788104,0.276739586504502,690.0944979453,690.093246179205,690.095492428354,6867.8526,6864.6834,6878.8986,5,0,3,2,1246776.23129419,2155720.0073406,1134795.4545965,1687186.83589433,1301179.67241964,1334759.114533,2106640.18078344,1201270.04469444,2781066.00902046,10783400.154966,6612377.01818713,15643983.950158,1341030.34242188,437147.064814437,4625858.5039239,25291905.6026994,5292057.88597942,
54,M421T2870,2.96883106438387,-2.05090722662018,0.0829978141826053,0.10811447275538,421.217292934319,421.217128059064,421.219618005981,2869.548,2868.26754,2871.1713,3,0,3,0,25491210.4546835,26221088.6638545,67567510.5914528,46366061.7774477,3143449.90566197,16539220.0272123,27379144.7021862,9372211.51268789,10902219.8219961,4182600.16081271,5909491.37565689,4679083.92014888,41899007.9663454,3962379.06716345,2641285.74222253,3720371.54869844,5402587.92730597,
55,M524T1340,10.9836242700579,2.14022949899155,0.0840487683426094,0.154360896799156,523.584074178053,523.584023381035,523.584819820609,1339.60146,1332.90852,1345.42314,7,2,2,3,2646769.52683753,309497.226971004,275539.288397343,513343.070142186,122214.173909041,775247.23336367,19094380.7882132,548153.134027402,13161265.8535513,19107.4189355192,1450565.50177469,16719216.8832309,20960666.51519,4857555.7265983,370381.224774142,3189518.82719341,5700624.39918513,
56,M826T7448,7.81779500450225,2.1368112714447,0.0841561816867766,0.128693406722053,826.367603019937,826.36587131955,826.368195162439,7447.8918,7446.8652,7448.4936,4,1,3,0,1219935.00568675,7253876.19083355,11131145.4057547,1115203.48030722,4089140.65252698,18070802.8596079,3647847.84317885,31572627.8340694,6669798.45349544,146366984.81329,93906578.6971455,53064022.0341393,7875220.69029588,1678401.64084049,1625873.0660605,74031408.3139019,66200745.3433217,
57,M464T6220,4.32495776607979,2.07997740212861,0.0842159503977267,0.0888699078168412,464.25824710073,464.255260661911,464.258942255472,6219.5523,6210.2178,6230.2368,6,1,3,2,1699064.84268481,168166.922481817,4812052.02002057,6270214.25201129,270762.846595309,1011540.09334168,371605.343470968,411726.77467188,15693300.2094917,21796712.8872573,15963531.6968147,7315061.24965735,1446470.68357553,0,153182.044363018,7339798.07581992,9554109.08559693,
58,M483T2847,4.82748216528634,2.1174215954545,0.0843449045099662,0.143908892475225,482.70960114865,482.707915253316,482.70989264925,2847.1356,2845.20246,2848.14516,3,0,3,0,527064.094828985,1196668.31604437,1141336.5226848,436530.623113998,174732.712381181,95520.5332837948,1150904.62562455,6454375.6969534,699917.640256012,3606151.87409498,5164374.42846949,167331.434912108,4907946.14961001,2414249.09339109,838240.818305954,582569.11858226,470557.687620739,
59,M712T1302,6.49471541401077,2.11374523973955,0.0846262435259288,0.0438887569769112,711.552737202661,711.55204774511,711.553189340904,1302.00408,1300.17834,1306.68864,5,0,2,3,198967.402734111,0,136110.354993022,0,49539.9957554429,389999.615150673,1441818.8926341,0,168601.632656897,793657.752436216,508028.997451361,2118812.08884424,2507189.24325448,354036.391702198,0,2182752.9335705,3113904.45504215,
60,M444T3265,8.98744974118927,2.13820858397289,0.0847803301557049,0.0331953787624172,443.852990941042,443.852928360605,443.85347315439,3265.29546,3259.52166,3267.90096,3,0,3,0,2381006.29492264,545747.855862868,5369021.35662496,4130068.37306552,247808.73224674,4173225.51064058,7427556.00776765,113287.095914048,37424387.1285247,53693777.1402696,52540002.5141453,211460.543047543,4169783.86797509,1558328.88606375,564951.909315359,274824.913695298,223797.13984363,
61,M1006T6486,2.56195353375402,1.93038451535591,0.0849466171910205,0.253902291915107,1006.05069618608,1006.05027013443,1006.05087413929,6486.402,6480.7872,6490.3608,3,0,3,0,4014164.41517748,26923424.8162705,2145133.55091892,0,3950801.5816299,17809419.014814,36105790.9882743,13162558.1443214,173249.206482729,31226680.539161,22436290.6139718,37400503.0986046,23558537.9748223,355058.293811847,0,16144757.8717196,41064352.884606,
62,M735T2473,4.39992964529528,-2.03154791202587,0.0855791733299642,0.085981136435665,735.34561162320006,735.344283303162,735.346035486895,2473.33608,2467.62378,2478.89406,5,3,1,1,12290293.826218,18996337.2016027,12948607.7533134,2134954.84665274,137973.042950146,4292782.4532191,6985922.83661496,3327134.44559287,0,0,980156.697967058,252640.89009015,9323818.7699922,24924.0374289792,41143.2968059871,142657.704181394,2061969.61979866,
63,M480T2986,2.20211060078662,1.99813695420226,0.087149209285732,0.386970459576474,480.244449853,480.242445895271,480.24590216919,2985.92601,2983.61316,2993.66004,6,1,1,3,3128177.89714783,9588754.21925328,8448647.45134694,4641301.24869551,16147199.9014581,6004173.06548549,22626471.7140225,17421670.4504753,9024777.51958201,6354109.97523963,13953817.2380681,36228532.1542244,2827107.92491938,3385444.65821143,294181.60844756,32785430.1056253,40202436.8317925,
64,M403T3672_2,9.52049199380399,2.110192017211,0.0879078253949646,0.05380271873305,403.232260315245,403.23049984784,403.232419084838,3671.66928,3666.06972,3675.46512,3,0,3,0,943527.045860515,3434915.9829983,1571623.02628126,3416309.57428351,5077526.49131109,9720093.76356534,596715.298540752,28142424.6313147,1207451.50051043,86108670.7295331,88604090.4694471,25393776.7254448,1805718.91737162,1603013.42211574,2580814.73571555,2799459.63312562,23470481.0949075,
65,M883T7058,5.76184834669887,2.03148735813008,0.088300048499127,0.244952942723309,882.724430321984,882.724154752408,882.726143715941,7057.6074,7049.1834,7060.0062,5,1,3,1,326107.6962192,180902.390330532,196334.948897619,502325.134921283,449666.986717497,5342308.40546882,1488823.03912597,1247983.20484088,537406.080779531,12884746.7238985,9611047.64904766,14549365.8176993,25453.7372322121,0,516141.619577682,13746429.91155,16102235.6018192,
66,M905T7884,12.0753567253738,2.10622720100643,0.0883297887197778,0.135378511925454,904.997196291305,904.996446901814,904.997662792355,7884.4269,7882.1334,7889.7444,6,1,3,2,583311.314547804,1615406.17000782,856778.537247827,24527.5677466479,0,2439195.35172281,2121714.67683254,906825.201812459,341358.050560998,27014730.2005273,13390532.8935497,22871376.5380271,507527.944999508,84948.6200648004,246410.923509465,14980095.7886611,13811295.1190817,
67,M537T3474,4.20096445416666,2.07732251528719,0.0891127332886663,0.0896568578855042,537.330902826385,537.329969900888,537.331150446472,3474.39414,3465.03,3482.18658,9,1,3,2,6441491.55177401,6504898.67773978,16242570.3868174,1188023.40437103,10203339.7031733,17863103.6907306,4517576.64184755,31819962.0167663,2367788.72928417,96789342.626455,63457774.0885893,46566317.0454874,9599852.5323224,1139432.06974108,13515682.7738137,4614400.35736982,45585706.4172468,
68,M514T3185,78.4451725848589,2.10509215170099,0.0891531065563926,0.137724124684758,514.367737982536,514.367530423064,514.368235880584,3184.56684,3182.5089,3190.31532,3,0,3,0,0,232287.764720165,492789.371584227,0,206055.177247532,0,0,0,0,19950573.0594867,31999596.9945295,21092664.9819033,0,0,0,11498014.8344461,20450490.467355,
69,M793T6872,3.44874445245181,1.97255399443086,0.0893877206004148,0.172180896372462,793.074492062026,793.072490921198,793.075320285212,6872.4975,6865.6704,6879.5406,4,0,3,1,1516611.16535832,981613.23439442,257276.597730486,4008235.14963941,1807978.94737697,11497505.8230984,512280.402301971,21188710.4663924,9324424.09913638,4999972.74985779,24211683.8516638,8976542.73524379,2345124.29416088,5584633.43121819,1280336.70816115,18670910.4344191,813353.395168833,
70,M601T6462_2,5.77440377384878,2.08233067251899,0.0899097196347671,0.101506735682472,600.905979460604,600.904866890885,600.906660970684,6461.5944,6450.9348,6465.0198,5,0,3,2,280973.548059958,3537404.1378619,8102665.63452461,7306621.8756253105,1314901.51735291,5366906.48270082,456247.799518483,1246012.91281949,12561910.5516377,54115720.1638726,29803596.3197745,51428272.0545183,669485.665683376,12458465.5665778,580761.092160412,24334383.3650269,18790993.2407486,
71,M705T7336,20.7983294827254,2.09211886558677,0.09022950393344,0.241542190230122,705.363506968019,705.35941635537,705.364176564515,7336.2462,7327.1556,7340.625,6,1,3,2,492359.066440612,2945380.98191803,9250958.24306619,1182359.43358016,188632.679253518,516881.97426829,1644705.08808993,2454114.11576321,1644763.82022093,126103235.58282,69451643.9642663,101869892.486235,1674416.85362673,2425927.39209069,2780330.71419484,119629971.719157,320556003.32412,
72,M649T5721,3.04827283398667,1.98331227285065,0.0903099638150162,0.257599542383892,648.710339819692,648.709416459621,648.714048194728,5721.08694,5715.49608,5728.20294,4,0,4,0,4074433.80092,4326045.71591063,3097084.12108652,89716.3686963656,243885.71209322,652137.954867858,2626903.06237833,10735035.7034749,1879813.15092051,6339820.45918016,2808857.90175446,13662085.188855,1905085.21463434,1704850.1836274,1101638.57170879,10731511.771113,17085429.7589678,
73,M471T6878,6.34165650326731,2.05925274740889,0.0909607040502702,0.364805038578017,471.22006392254,471.219851738389,471.222311219737,6878.0835,6872.232,6886.0884,6,1,3,2,235448.491393503,0,2488728.49434236,1143819.11056947,112196.576969408,924809.928945311,105477.727346873,500164.893949337,12814373.8765806,3549869.81172974,4350572.54473016,9785382.79657521,169598.820308208,2843036.69361642,536470.175087171,32938973.0551166,3184745.31360814,
74,M519T3662,2.31522692400005,1.87505259943085,0.0911206815778403,0.21705784681983,519.312376414611,519.311838682162,519.312796830226,3662.23098,3654.51708,3669.67326,6,1,3,2,2290688.63389756,6348300.47605813,33938601.4977909,2161261.96123844,4433312.47579001,22162297.5943271,6039471.4649455,13480500.6873219,25999527.6320826,40511335.1982993,46702441.7427609,32422191.7857148,5228054.59928662,33606944.2036362,1391906.43535785,31051908.189395,27091639.0617954,
